latitude,longitude,mean_precipitation,uncertainty_std
-86.72253095466814,172.5,2.6225482e-06,1.8651305e-06
-86.72253095466814,174.375,2.7852145e-06,1.95621e-06
-86.72253095466814,176.25,2.9669193e-06,2.1608134e-06
-86.72253095466814,178.125,3.036436e-06,2.1441874e-06
-86.72253095466814,180.0,3.187734e-06,2.3604666e-06
-86.72253095466814,181.875,3.3376523e-06,2.5837605e-06
-86.72253095466814,183.75,3.4288678e-06,2.5174127e-06
-86.72253095466814,185.625,3.568739e-06,2.5576842e-06
-86.72253095466814,187.5,3.7569296e-06,2.892097e-06
-86.72253095466814,189.375,3.9089664e-06,3.0681647e-06
-86.72253095466814,191.25,3.9766146e-06,2.9924827e-06
-86.72253095466814,193.125,4.0868963e-06,3.0587423e-06
-86.72253095466814,195.0,4.323811e-06,3.304428e-06
-86.72253095466814,196.875,4.511141e-06,3.453555e-06
-86.72253095466814,198.75,4.556174e-06,3.5197118e-06
-86.72253095466814,200.625,4.5355123e-06,3.5681128e-06
-86.72253095466814,202.5,4.708773e-06,3.7177256e-06
-86.72253095466814,204.375,4.7618187e-06,3.7484567e-06
-86.72253095466814,206.25,4.729352e-06,3.608771e-06
-86.72253095466814,208.125,4.7744966e-06,3.662464e-06
-86.72253095466814,210.0,4.7997987e-06,3.7144612e-06
-86.72253095466814,211.875,4.7660833e-06,3.7490993e-06
-86.72253095466814,213.75,4.7007507e-06,3.6172623e-06
-86.72253095466814,215.625,4.733304e-06,3.545947e-06
-86.72253095466814,217.5,4.70907e-06,3.5122507e-06
-86.72253095466814,219.375,4.6582445e-06,3.468833e-06
-86.72253095466814,221.25,4.617591e-06,3.3554682e-06
-86.72253095466814,223.125,4.606878e-06,3.3095876e-06
-86.72253095466814,225.0,4.547285e-06,3.1982268e-06
-86.72253095466814,226.875,4.4933854e-06,3.0349179e-06
-86.72253095466814,228.75,4.5147885e-06,2.998618e-06
-86.72253095466814,230.625,4.546301e-06,3.1033255e-06
-86.72253095466814,232.5,4.52479e-06,3.029427e-06
-86.72253095466814,234.375,4.45577e-06,2.9580826e-06
-86.72253095466814,236.25,4.352577e-06,2.848276e-06
-86.72253095466814,238.125,4.2696015e-06,2.7829547e-06
-86.72253095466814,240.0,4.250622e-06,2.6654827e-06
-86.72253095466814,241.875,4.238007e-06,2.6267362e-06
-86.72253095466814,243.75,4.227562e-06,2.5846252e-06
-86.72253095466814,245.625,4.113273e-06,2.500686e-06
-86.72253095466814,247.5,4.04169e-06,2.4785486e-06
-86.72253095466814,249.375,3.969818e-06,2.4669355e-06
-86.72253095466814,251.25,3.896835e-06,2.352642e-06
-86.72253095466814,253.125,3.8643157e-06,2.3196872e-06
-86.72253095466814,255.0,3.8776648e-06,2.2977647e-06
-86.72253095466814,256.875,3.872287e-06,2.2870552e-06
-86.72253095466814,258.75,3.905823e-06,2.3212315e-06
-86.72253095466814,260.625,3.900138e-06,2.2910942e-06
-86.72253095466814,262.5,3.920507e-06,2.3318503e-06
-86.72253095466814,264.375,3.891787e-06,2.3130065e-06
-86.72253095466814,266.25,3.8295966e-06,2.234213e-06
-86.72253095466814,268.125,3.816009e-06,2.233022e-06
-86.72253095466814,270.0,3.741447e-06,2.2385123e-06
-86.72253095466814,271.875,3.6595034e-06,2.3125772e-06
-86.72253095466814,273.75,3.6005001e-06,2.3061018e-06
-86.72253095466814,275.625,3.4730124e-06,2.223973e-06
-86.72253095466814,277.5,3.3242034e-06,2.2478112e-06
-86.72253095466814,279.375,3.323956e-06,2.3115094e-06
-86.72253095466814,281.25,3.2214632e-06,2.2954916e-06
-86.72253095466814,283.125,3.0279725e-06,2.1908154e-06
-86.72253095466814,285.0,2.9363052e-06,2.1106484e-06
-86.72253095466814,286.875,2.9246917e-06,2.1778092e-06
