latitude,longitude,mean_temperature,uncertainty_std
-84.86197029204237,76.875,-39.71676,2.358475
-84.86197029204237,78.75,-39.614376,2.3614128
-84.86197029204237,80.625,-39.52733,2.344666
-84.86197029204237,82.5,-39.445236,2.3272493
-84.86197029204237,84.375,-39.35428,2.3467162
-84.86197029204237,86.25,-39.282364,2.334602
-84.86197029204237,88.125,-39.239925,2.3150547
-84.86197029204237,90.0,-39.196644,2.3069124
-84.86197029204237,91.875,-39.165802,2.3248153
-84.86197029204237,93.75,-39.151722,2.331634
-84.86197029204237,95.625,-39.167404,2.32634
-84.86197029204237,97.5,-39.21797,2.3208485
-84.86197029204237,99.375,-39.27162,2.3003862
-84.86197029204237,101.25,-39.352367,2.2796257
-84.86197029204237,103.125,-39.427914,2.2635815
-84.86197029204237,105.0,-39.51188,2.2271025
-84.86197029204237,106.875,-39.59791,2.2393858
-84.86197029204237,108.75,-39.68883,2.1995504
-84.86197029204237,110.625,-39.744415,2.1654186
-84.86197029204237,112.5,-39.81385,2.1043737
-84.86197029204237,114.375,-39.81045,2.0442774
-84.86197029204237,116.25,-39.818363,2.007466
-84.86197029204237,118.125,-39.796215,1.9245615
-84.86197029204237,120.0,-39.68637,1.9063697
-84.86197029204237,121.875,-39.543304,1.8695748
-84.86197029204237,123.75,-39.35422,1.8506613
-84.86197029204237,125.625,-39.10551,1.8186276
-84.86197029204237,127.5,-38.81233,1.769685
-84.86197029204237,129.375,-38.432346,1.7745075
-84.86197029204237,131.25,-38.003517,1.7258112
-84.86197029204237,133.125,-37.519554,1.69161
-84.86197029204237,135.0,-36.960922,1.6793219
-84.86197029204237,136.875,-36.36584,1.65165
-84.86197029204237,138.75,-35.70635,1.6297431
-84.86197029204237,140.625,-34.96475,1.6200368
-84.86197029204237,142.5,-34.171936,1.5936725
-84.86197029204237,144.375,-33.36524,1.5731108
-84.86197029204237,146.25,-32.48471,1.5501684
-84.86197029204237,148.125,-31.604298,1.5543824
-84.86197029204237,150.0,-30.673378,1.5441569
-84.86197029204237,151.875,-29.748945,1.4877704
-84.86197029204237,153.75,-28.77541,1.5154458
-84.86197029204237,155.625,-27.823536,1.5076835
-84.86197029204237,157.5,-26.893476,1.4907999
-84.86197029204237,159.375,-25.94211,1.4806675
-84.86197029204237,161.25,-25.019258,1.5037541
-84.86197029204237,163.125,-24.136055,1.4942895
-84.86197029204237,165.0,-23.27336,1.4876298
-84.86197029204237,166.875,-22.445372,1.5007216
-84.86197029204237,168.75,-21.666523,1.5009056
-84.86197029204237,170.625,-20.94334,1.525811
-84.86197029204237,172.5,-20.269455,1.5297043
-84.86197029204237,174.375,-19.651623,1.5492743
-84.86197029204237,176.25,-19.080938,1.5698814
-84.86197029204237,178.125,-18.540821,1.5905482
-84.86197029204237,180.0,-18.085608,1.6157176
-84.86197029204237,181.875,-17.677675,1.6312604
-84.86197029204237,183.75,-17.339512,1.6444465
-84.86197029204237,185.625,-17.06459,1.657805
-84.86197029204237,187.5,-16.840137,1.6602468
-84.86197029204237,189.375,-16.645742,1.6789389
-84.86197029204237,191.25,-16.481915,1.6855651
-84.86197029204237,193.125,-16.376816,1.69351
-84.86197029204237,195.0,-16.28086,1.7000469
-84.86197029204237,196.875,-16.227892,1.7011346
-84.86197029204237,198.75,-16.202618,1.7088728
-84.86197029204237,200.625,-16.202248,1.7137225
-84.86197029204237,202.5,-16.231173,1.7096181
-84.86197029204237,204.375,-16.28754,1.7119164
-84.86197029204237,206.25,-16.365137,1.7142129
-84.86197029204237,208.125,-16.453438,1.7142185
-84.86197029204237,210.0,-16.566916,1.7170677
-84.86197029204237,211.875,-16.713888,1.714611
-84.86197029204237,213.75,-16.880255,1.7326694
-84.86197029204237,215.625,-17.075079,1.7326673
-84.86197029204237,217.5,-17.293028,1.7399408
-84.86197029204237,219.375,-17.537052,1.7489972
-84.86197029204237,221.25,-17.82168,1.7623808
-84.86197029204237,223.125,-18.139006,1.7819107
-84.86197029204237,225.0,-18.497364,1.783464
-84.86197029204237,226.875,-18.87494,1.8014846
-84.86197029204237,228.75,-19.292364,1.8036947
-84.86197029204237,230.625,-19.744669,1.8319678
-84.86197029204237,232.5,-20.222893,1.8381146
-84.86197029204237,234.375,-20.728437,1.8412077
-84.86197029204237,236.25,-21.26078,1.8562325
-84.86197029204237,238.125,-21.803085,1.8732023
-84.86197029204237,240.0,-22.37922,1.9008802
-84.86197029204237,241.875,-22.952656,1.924348
-84.86197029204237,243.75,-23.530918,1.9483435
-84.86197029204237,245.625,-24.11459,1.968996
-84.86197029204237,247.5,-24.684433,1.9892313
-84.86197029204237,249.375,-25.249004,2.0079
-84.86197029204237,251.25,-25.826973,2.0290544
-84.86197029204237,253.125,-26.385117,2.022674
-84.86197029204237,255.0,-26.876797,2.01784
-84.86197029204237,256.875,-27.317734,2.0072958
-84.86197029204237,258.75,-27.66709,1.9886211
-84.86197029204237,260.625,-27.840626,1.9592779
-84.86197029204237,262.5,-27.846817,1.8818523
-84.86197029204237,264.375,-27.72338,1.8132356
-84.86197029204237,266.25,-27.447481,1.7724695
-84.86197029204237,268.125,-27.058556,1.7128894
-84.86197029204237,270.0,-26.642694,1.6861603
